id,hindi,english
2655,टॉम इस साल क्रिसमस पर घर नहीं आएगा।,Tom won't be home for Christmas this year.
2656,उन दो मंदिरों में तोदाइजी बड़ा वाला है।,Toudaiji is the bigger of the two temples.
2657,वह इस तरह की बात पर गुस्सा क्यों है?,Why is he angry about something like that?
2658,यहाँ बेसबॉल खेलना मना है।,You aren't supposed to play baseball here.
2659,यहाँ बेसबॉल खेलना मना है।,You're not supposed to play baseball here.
2660,तुम टीवी देखने में काफ़ी समय बरबाद कर रहे हो।,You're spending too much time watching TV.
2661,क्या यह वह ऐनक है जिसे आप ढूँढ रहे थे ?,Are these the glasses you were looking for?
2662,घायल आदमी को इस कंबल से ढक दो।,Cover up the injured man with this blanket.
2663,तुम ब्रिज पर खड़े हुए आदमी को जानते हो क्या?,Do you know the man standing on the bridge?
2664,जंग के समय में हमे चीनी के बिना ही काम चलाना पड़ा।,"During the war, we had to do without sugar."
2665,वे हर साल और ज़्यादा गरीब हुए जा रहे थे।,From year to year they were growing poorer.
2666,वह कल पार्टी में नहीं आया।,He did not show up at the party last night.
2667,उसे पैसे चुराने के लिए गिरफ़्तार कर लिया गया।,He was arrested because he stole the money.
2668,उसे पैसे चुराने के लिए हिरासत में ले लिया गया।,He was arrested because he stole the money.
2669,उसकी निराशा सभी आसानी से दिख सकते थे।,His disappointment was obvious to everyone.
2670,उसका ज़िन्दगी में एक की उद्देश्य था और वह था अमीर बन जाना।,His main object in life was to become rich.
2671,उसने अपने अभिमान की वजह से किसी से भी मदद नहीं मांगी।,His pride didn't allow him to ask for help.
2672,मुझे परिस्तिथि के बदतर होने का डर है।,I am afraid of the situation getting worse.
2673,मैंने रहने की बजाय जाने का इरादा किया।,I chose to leave instead of staying behind.
2674,"मुझे नीला वाला पसंद है, कितने का है?",I like the blue one. How much does it cost?
2675,"मुझे नीली वाली पसंद है, कितने की है?",I like the blue one. How much does it cost?
2676,मेरी स्टेशन के रास्ते पर अपनी टीचर से मुलाकात हुई।,I met my teacher on the way to the station.
2677,मैं सपने में भी नहीं सोच सकता था कि तुमसे यहाँ मुलाकात होगी।,I never dreamed that I would meet you here.
2678,निर्णय होने पर आपको बता दूँगा।,I'll let you know when it has been decided.
2679,जापान में स्कूल अप्रैल में शुरू होता है।,In Japan a new school year starts in April.
2680,मेरा पार्टी में आना ज़रूरी है क्या?,Is it necessary for me to attend the party?
2681,कहा जाता है कि औरतों की उम्र आदमियों से ज़्यादा लम्बी होती है।,It is said that women live longer than men.
2682,कल जिसने खिड़की तोड़ी थी वह टॉम था।,It was Tom that broke the window yesterday.
2683,आपको आपकी सगाई पर बहुत बहुत बधाईंयाँ।,Let me congratulate you on your engagement.
2684,मेरे पिता ने मुझसे बिस्तर में किताबें पढ़ने से मना किया।,My father told me not to read books in bed.
2685,हमारा स्वास्थ्य हमारी सबसे कीमती संपत्ति होती है।,Our health is our most precious possession.
2686,उसको बहुत सारे अंग्रेज़ी शब्द आते हैं।,She has a rich vocabulary of English words.
2687,कुछ अपराधों की कोई सीमा नहीं होती है।,Some crimes have no statute of limitations.
2688,कुछ लोग संविधान को सुधारना चाहते हैं।,Some people want to amend the constitution.
2689,डॉक्टर ने उसको छुट्टी लेने की सलाह दी।,The doctor advised that she take a holiday.
2690,डॉक्टर ने उसे सिगरेट कम पीने को कहा।,The doctor told him to cut down on smoking.
2691,दरवाज़े पर ताला लगा हुआ था और हम अंदर नहीं जा सके।,The door was locked and we couldn't get in.
2692,उस लड़की ने अपने आँसुओं को रोकने की बहुत कोशिश करी।,The girl tried hard to hold back her tears.
2693,वहाँ पर खड़े हुए वे मेरे पिता हैं।,The man who is standing there is my father.
2694,हवा बीजों को दूर-दूर तक लेजाती है।,The wind carries seeds for great distances.
2695,आज बादल कल से ज़्यादा हैं।,There are more clouds today than yesterday.
2696,उन्होंने पुस्तकालय को बहुत सारी किताबें दीं।,They furnished the library with many books.
2697,यह म्युज़ियम पाँच साल से बंद है।,This museum has been closed for five years.
2698,यह कविता सबसे पहले फ़्रानसीसी में लिखी गई थी।,This poem was originally written in French.
2699,टॉम और मेरी हमारा प्लैन जानना चाहते हैं।,Tom and Mary want to know what our plan is.
2700,टॉम मेरे साथ ऑस्ट्रेलिया नहीं जाना चाहता था।,Tom didn't want to go to Australia with me.
2701,दो भाई एक-साथ सफ़र पर निकले।,Two brothers set out on a journey together.
2702,हमने मामले की हर पहलू से छानबीन करी।,We investigated the matter from all angles.
2703,हमने पूरी गर्मी उनके साथ बिताई।,We stayed with them all through the summer.
2704,फ़ोटोकॉपियर में कागज़ खतम हो गया है।,We've run out of paper for the photocopier.
2705,तुम कल इस समय क्या कर रहे होगे?,What'll you be doing at this time tomorrow?
2706,मेरी पार्टी में जो भी आना चाहता है आ सकता है।,Whoever wants to come to my party may come.
2707,यहाँ बेसबॉल खेलना मना है।,You are not supposed to play baseball here.
2708,तुम्हारी योजना के लिए बहुत सारे पैसे की ज़रूरत है।,Your plan requires a large amount of money.
2709,एक पागल इनसान को अपने किये-धरे के लिए ज़िम्मेदार नहीं ठहराया जा सकता।,A madman is not accountable for his actions.
2710,रबड़ की गेंद उछलती है क्योंकि वह लचीली होती है।,A rubber ball bounces because it is elastic.
2711,इस प्रश्न के सारे उत्तर ग़लत थे।,All the answers to this question were wrong.
2712,इस सवाल के सारे जवाब ग़लत थे।,All the answers to this question were wrong.
2713,क्या हमे कल सुबह जल्दी उठना है?,Do we have to get up early tomorrow morning?
2714,तुम शहर के इस हिस्से को अच्छी तरह से जानते हो क्या?,Do you know this part of the city very well?
2715,वह अंग्रेज़ी नागरिक है पर भारत में रहता है।,"He is a British citizen, but lives in India."
2716,उसका कलाकार बनने का सपना सच हो गया।,He realized his dream of becoming an artist.
2717,"उसने कहा था कि वह मुझे चिट्ठी लिखेगा, पर उसने अभी तक एक भी चिट्ठी नहीं भेजी है।","He said he would write to me, but he hasn't."
2718,मैं रोज़ाना कम से कम तीन बार मंजन करती हूँ ।,I brush my teeth at least three times a day.
2719,मुझे नहीं पता वह लंदन के लिए रवाना कब होएगी।,I don't know when she will leave for London.
2720,मुझे ठंड लग रही है। खिड़की बंद कर सकते हो क्या?,I feel cold. Do you mind closing the window?
2721,मुझे अभी तक उस फ़िल्म को देखने का मौका नहीं मिला है।,I haven't had a chance to see the movie yet.
2722,अगर कल बारिश हुई तो तुम घर में रहोगे क्या?,"If it rains tomorrow, will you stay at home?"
2723,मेरे लिए छः बजे से पहले उठना बहुत मुश्किल है।,It is difficult for me to get up before six.
2724,मुझे तुमको यह बात समझाना नामुमकिन है।,It's impossible for me to explain it to you.
2725,मेरे पिता अपने शौक पर बहुत समय खर्च करते हैं।,My father spends a lot of time on his hobby.
2726,मेरी सोच तुम्हारी सोच से बिलकुल अलग है।,My opinion is entirely different from yours.
2727,मेरे माता-पिता अभी-अभी स्टेशन पर पहुँचें हैं।,My parents have just arrived at the station.
2728,"उसने जैसे ही अपनी मम्मी को देखा, वह चिल्ला उठी।",She cried out the moment she saw her mother.
2729,उसने पुराने अखबारों को एक ढेर में करके छोड़ दिया।,She left the old newspapers lying in a heap.
2730,उस सिनेमा हॉल में हमेशा अच्छी फ़िल्में लगतीं हैं।,That movie theater always shows good movies.
2731,बच्चा की नींद आधी रात में खुल गई।,The baby woke up in the middle of the night.
2732,बच्चों ने एक-दूसरे की नकल करने की कोशिश करी।,The children tried to imitate their teacher.
2733,सरकार शिक्षा को सुधारने मे लगी हुई है।,The government has been reforming education.
2734,मोर की पूंछ के पंख रंग-बिरंगी होते हैं।,The male peacock has colorful tail feathers.
2735,माँ हाथ पकड़कर अपने बच्चे को ले जा रही है।,The mother is leading her child by the hand.
2736,चोर ने पुलिस को उसको पकड़ने के लिए गाली दी।,The thief cursed the police for finding him.
2737,दुनिया और-भी-और तेज़ी से बदल रही है।,The world is changing more and more quickly.
2738,यह कॉफ़ी इतनी गरम है कि मुझसे पी नहीं जा रही है।,This coffee is so hot that I can't drink it.
2739,यह वही किताब है जिसे मैं पढ़ना चाहता था।,This is the very book that I wanted to read.
2740,टॉम उसकी गर्लफ्रेंड के बारे में लगभग कभी बात नहीं करता।,Tom almost never talks about his girlfriend.
2741,टॉम टीवी नहीं देख रहा है। वह एक किताब पढ़ रहा है।,Tom isn't watching TV. He is reading a book.
2742,जागना सोने का विलोम शब्द है।,Waking up is the opposite of going to sleep.
2743,जो भी पहले आएँगे उन्हें सबसे अच्छी सीटें मिलेंगीं।,Whoever comes first will get the best seats.
2744,भारत में कल एक बड़ा भूकम्प हुआ था।,A big earthquake occurred in India yesterday.
2745,तुम यहाँ सारे के सारे पेड़ काट डालोगे क्या?,Are you going to cut down all the trees here?
2746,जाने से पहले आग को बुझाना मत भूलना।,Be sure to put out the fire before you leave.
2747,तुम्हें खिड़कियाँ बंद करने की नहीं सूझी?,Did it not occur to you to close the windows?
2748,उसने अपनी सिगरेट पीने की बुरी आदत छोड़ दी।,He broke himself of the bad habit of smoking.
2749,वह टेस्ट के नतीजे को जानने के लिए बेचैन है।,He is anxious to know the result of the test.
2750,उसने अपना संतुलन खो दिया और वह अपनी साईकल पर से गिर गया।,He lost his balance and fell off his bicycle.
2751,उसे अपनी उम्र के बारे में सोचना चाहिए था।,He ought to have made allowances for his age.
2752,जब लोग उसके खिलाफ़ जातें हैं तो वह गुस्सा हो जाता है।,He tends to get angry when people oppose him.
2753,वह खेत पर सुबह से शाम तक काम करता है।,He works on the farm from morning till night.
2754,उसकी नई किताब अगले महीने छपेगी।,His new book is going to come out next month.
2755,मैं यहाँ एक-दो दिन रहूँगा।,I am going to stay here for a couple of days.
2756,मेरी दो बहनें हैं और दोनो की शादी हो चुकी है।,"I have two sisters, both of whom are married."
2757,मुझे उसकी लिखी हुई एक चिट्ठी मिली।,I received a letter which was written by her.
2758,"मैं बाहर निकलने ही वाला था, जब वह मुझसे मिलने आया।",I was about to go out when he came to see me.
2759,मैं घर पहुँचते ही तुम्हें फ़ोन करूँगी।,I will give you a call as soon as I get home.
2760,यहाँ पिछले कुछ दिनों से दबाकर बारिश हो रही है।,It's been pouring here for the last few days.
2761,मुझे तुम्हें स्टेशन तक पहुँचाने दो।,Let me give you a lift as far as the station.
2762,एवरेस्ट पर्वत दुनिया का सबसे ऊँचा पर्वत शिखर है।,Mt. Everest is the highest peak in the world.
2763,मेरे पिता नें अपनी वसीयत में मुझे बहुत सारे पैसे छोड़े थे।,My father left me a lot of money in his will.
2764,वह खबर सुनते ही रो पड़ी।,She burst into tears when she heard the news.
2765,उसने मेज़ पर रखे हुए कपों में कॉफ़ी डाली।,She poured coffee into the cups on the table.
2766,इस वॉशिंग मशीन में कुछ खराबी है।,Something is wrong with this washing machine.
2767,क्लासरूम में घुसते समय अपनी टोपी उतारा करो।,Take off your hat when you enter a classroom.
2768,वह ऐक्सीडेंट उसकी लापरवाही की वजह से हुआ।,The accident was due to his careless driving.
2769,एयरपोर्ट के रास्ते पर गाड़ी खराब हो गई।,The car broke down on the way to the airport.
2770,फ़ैक्टरी में काम अगले महीने से रुक जाएगा।,The factory will cease operations next month.
2771,उस खबर ने गाँव में दहशत फैला दी।,The news caused alarm throughout the village.
2772,पुलीसवाले ने आदमी को दरवाज़ा खोलते देखा।,The policeman observed the man open the door.
2773,चोर अंत में तो पकड़ा ही जाएगा।,The thief is certain to be caught eventually.
2774,उन्होंने उसपर गाड़ी ग़लत खड़ी करने के लिए पाँच हज़ार येन का जुर्माना लगाया।,"They fined him 5,000 yen for illegal parking."
2775,यह वह गाँव है जहाँ मेरे पिताजी पैदा हुए थे।,This is the village where my father was born.
2776,सही और ग़लत में अंतर करना मुश्किल होता है।,To distinguish right from wrong is difficult.
2777,टॉम मेरी की बात समझ नहीं पाया।,Tom couldn't understand what Mary was saying.
2778,टॉम को मेरी की बात समझ नहीं आई।,Tom couldn't understand what Mary was saying.
2779,टॉम मेरी की बात समझ नहीं सका।,Tom couldn't understand what Mary was saying.
2780,टॉम ने अपने मित्रों को बताया कि वह कभी मांस नहीं खाता है।,Tom told his friends that he never eats meat.
2781,हमने मान लिया था कि वह हमारे साथ आएगा।,We took it for granted that he would join us.
2782,इस और उस में क्या अंतर है?,What is the difference between this and that?
2783,इस और उस में क्या फ़र्क है?,What is the difference between this and that?
2784,जो भी रेस जीतेगा ईनाम उसी का होगा।,Whoever wins the race will receive the prize.
2785,"तुम्हें इन में से जो भी पसंद है ख़रीद लो, मगर तुम दोनों नहीं ख़रीद सकते।","You can buy whichever you like, but not both."
2786,वह अपना काम खतम करते ही घर चला गया।,"As soon as he finished his work, he went home."
2787,इस बारिश में बाहर जाना एकदम सवाल के बाहर है।,Going out in this rain is out of the question.
2788,वह आसानी से मान जाने वाला आदमी नहीं है।,He is not the sort of guy who gives in easily.
2789,उसने किसी भी मौके को हाथ से जाने नहीं दिया।,He took advantage of every opportunity he had.
2790,मुझे नहीं लगता कि किसी ने भी देखा कि हमने क्या किया।,I don't think that anyone noticed what we did.
2791,मुझे नहीं लगता कि किसी ने भी ध्यान दिया की हमने क्या किया।,I don't think that anyone noticed what we did.
2792,मैं नहीं चाहता कि कोई भी ग़लतफ़ैमी हो।,I don't want there to be any misunderstanding.
2793,मेरा कल मेरे भाई के साथ झगड़ा हुआ था।,I had a fight with my older brother yesterday.
2794,मेरी कल मेरे भाई के साथ लड़ाई हुई थी।,I had a fight with my older brother yesterday.
2795,मुझे याद है कि मेरी माँ ने मुझे क-ख-ग-ध सिखाए थे।,I remember my mother teaching me the alphabet.
2796,मैं आश्चर्यचकित रह गया था की मुझे वह करने की ज़रूरत नहीं थी ।,I was surprised that I didn't need to do that.
2797,सोच रही हूँ उसकी दी हुई तस्वीर को कहाँ टाँगा जाए।,I wonder where to hang the picture he gave me.
2798,मैंने उसका नाम लिख लिया जिससे कि मैं उसे भूल न जाऊँ।,I wrote down his name so I wouldn't forget it.
2799,मुझे ये कल तक खतम करना है ।,I've been given until tomorrow to finish this.
2800,कई कंपनियां टीवी पर अपने उत्पादों का विज्ञापन करती हैं।,Many companies advertise their products on TV.
2801,मेरे पिताजी मेरे सबसे बड़े प्रेरणा के स्रोत हैं।,My father is my biggest source of inspiration.
2802,मुझसे कोई भी सवाल पूछने में न हिचकिचाएँ।,Please don't hesitate to ask me any questions.
2803,मुझे अपना नाम और फ़ोन नम्बर बताईये।,Please tell me your name and telephone number.
2804,वे अभी व्यस्त हैं और आपसे बात नहीं कर सकतीं हैं।,She is busy at present and can't speak to you.
2805,वह अपनी तस्वीर जो भी चाहे उसको दे देगी।,She will give her picture to whoever wants it.
2806,"जो तुमने मेरे कंजूस होने के बारे में कहा था, उस बात को वापस लो।",Take back what you said about me being stingy.
2807,"हो नहीं सकता कि वह मेरी हो, क्योंकि मेरी अभी हस्पताल में है।",That can't be Mary. She's in the hospital now.
2808,दवा तस्कर हवाई अड्डे पर गिरफ्तार किया गया था।,The drug smuggler was arrested at the airport.
2809,वह पुलिस अफ़सर को देखते ही भाग गया।,"The instant he saw the policeman, he ran away."
2810,बर्दाश्त की भी हद होती है।,There is a limit to how much one can tolerate.
2811,"जब मैं वहाँ पहुँचा, वे जाने वाले थे।",They were about to leave when I arrived there.
2812,इस गाड़ी का पिछले दस साल से इस्तेमाल हो रहा है।,This car has been used for the past ten years.
2813,टॉम दीवार के दूसरी तरफ खड़ा है।,Tom is standing on the other side of the wall.
2814,टॉम ने अभी तक किसी से आंख नहीं मिलाई है।,Tom still hasn't made eye contact with anyone.
2815,पिछले तीन घंटों से क्या कर रहे हो तुम?,What have you been doing the past three hours?
2816,तुम आमतौर पर रोज़ सुबह कितने बजे उठते हो?,What time do you usually get up every morning?
2817,तुम नसीब वालो हो जिसके इतना प्यार करने वाले माँ-बाप हैं।,You are fortunate to have such loving parents.
2818,आपको अभी अपनी राय बनाने की जरूरत नहीं है।,You don't have to make up your mind right now.
2819,तुम्हें अभी अपनी राय बनाने की जरूरत नहीं है।,You don't have to make up your mind right now.
2820,जल्दबाज़ी में काम करोगे तो ग़लतियाँ तो होंगीं ही।,You make mistakes if you do things in a hurry.
2821,"तुम्हें इसे लिख लेना चाहिए, जिससे पहले कि तुम भूल जाओ।",You should write it down before you forget it.
2822,तुम दो तीन दिनों में फिरसे ठीक हो जाओगे।,You'll be all right again in a couple of days.
2823,तुम दो तीन दिनों में फिरसे ठीक हो जाओगी।,You'll be all right again in a couple of days.
2824,तुम्हें अपने जन्मदिन पर बहुत सारे तोहफ़े मिलेंगे।,You'll get a lot of presents on your birthday.
2825,क्या मुझे बता सकते हो कि मशीन को कब बंद करना है?,Can you tell me when to switch the machine off?
2826,उस किताब को पुस्तकालय को लौटाना मत भूलना।,Don't forget to return the book to the library.
2827,वह इस क्लब का सदस्य पाँच साल पहले बना था।,He became a member of this club five years ago.
2828,वह अपने बेटे को नहीं देख पाया तो वह आत्महत्या कर लेगा।,He will commit suicide if he can't see his son.
2829,तुम अच्छी और बुरी अंग्रेज़ी में कैसे अंतर कर सकते हो?,How can you tell good English from bad English?
2830,मेरी ट्रेन में एक पुराने दोस्त से मुलाक़ात हुई।,I came upon an old friend of mine on the train.
2831,मुझे इस हफ़्ते बहुत सारा काम कर के खतम करना है।,I have lots of work to clear up by the weekend.
2832,मुझे नहीं पता मैं उनपर कितना भरोसा कर सकता हूँ।,I have no idea to what extent I can trust them.
2833,मुझे नहीं पता मैं उनपर किस हद तक भरोसा कर सकता हूँ।,I have no idea to what extent I can trust them.
2834,मैंने एक लड़की को देखा जिसके बाल उसकी कमर तक आते थे।,I saw a girl whose hair came down to her waist.
2835,मैंने उसे एक-दो मिनट पहले टॉयलेट में जाते हुए देखा था।,I saw him go into the toilet a few minutes ago.
2836,भारत को ब्रिटेन से १९४७ में स्वतंत्रता प्राप्त हुई।,India gained independence from Britain in 1947.
2837,पिछले हफ़्ते क्लास से पाँच विद्यार्थी अनुपस्थित थे।,Last week five students were absent from class.
2838,गर्मी में आइसक्रीम से बेहतर कुछ नहीं।,Nothing is better than ice cream in the summer.
2839,उसने मुझे चिट्ठी का जवाब न देने के लिए डाँटा।,She reproached me for not answering the letter.
2840,उसके साथ रास्ते पर कुछ हुआ होगा।,Something must have happened to him on the way.
2841,वह कभी-कभी उससे भारत की बात करने की कोशिश किया करती थी।,Sometimes she tried talking to him about India.
2842,उसके दिए गए कारण को समझना मुश्किल है।,The reason which he gave is hard to understand.
2843,स्टेशन इन दो नगरों के बीच स्थित है।,The station is located between these two towns.
2844,हमारे पास सोचने के लिए बहुत सारी बातें हैं।,There are lots of things for us to think about.
2845,ये अंगूर इतने खट्टे हैं कि मुझसे खाए नहीं जा रहे।,These grapes are so sour that I can't eat them.
2846,"कयोंकि वह पढ़ाई नहीं करता था, उसे स्कूल से निकाल दिया गया।",They booted him out of school for not studying.
2847,हज़ारों विदेशी हर साल जापान जाते हैं।,Thousands of foreigners visit Japan every year.
2848,टॉम पूछ रहा है कि तुमने उसे कॉल बैक क्यों नहीं किया।,Tom wants to know why you didn't call him back.
2849,"हमारे पास ग्राहक नहीं थे, तो हमने दुकान जल्दी बंद करदी।","We had no customers, so we shut the shop early."
2850,आपको कुछ नए प्रॉडक्ट्स दिखाना चाहते हैं।,We have some new products we'd like you to see.
2851,हमें अपने दोस्तों से मदद माँगनी पड़ेगी।,We will have to call on our friends to help us.
2852,मैं जब ताईवान में था तब उसके साथ दोस्त बन गया।,"While I was in Taiwan, I made friends with him."
2853,आवाज़ थोड़ी धीमी कर सकते हो क्या?,Would you mind speaking a little softer please?
2854,तुम्हें अपनी रिपोर्ट मुझे सोमवार को सौंप देनी चाहिए।,You should hand in your report to me on Monday.
2855,"""वे फिरसे हड़ताल कर सकते हैं क्या?"" ""लगता तो ऐसा ही है।""","""Will they go on strike again?"" ""I'm afraid so."""
2856,एक बूढ़ा आदमी पेड़ की छाया में आराम कर रहा था।,An old man was resting in the shade of the tree.
2857,आप थोड़ा धीरे बोल सकते हैं क्या?,Could you please speak a little bit more slowly?
2858,क्या तुम्हें लगता है वह फिरसे प्रेसीडेंट चुना जाएगा?,Do you think he will be elected president again?
2859,खुलकर बोलूँ तो मैं उसके साथ काम नहीं करना चाहता।,"Frankly speaking, I don't want to work with him."
2860,"वह आदमी तो भला है, पर बात बहुत ज़्यादा करता है।","He is a nice man, except that he talks too much."
2861,वह आठ साल का था जब उसने अपने माता-पिता को छोड़ दिया।,He left his parents when he was eight years old.
2862,उसने अपनी पत्नी को उसे सुबह सात बजे उठाने की बात का याद दिलाया।,He reminded his wife to wake him up at 7:00 a.m.
2863,उसने पार्सल को परसों भेजा था।,He sent out the parcel the day before yesterday.
2864,उसको दोनो एक अध्यापक और एक इनसान के रूप में सम्मान मिला।,He was respected both as a teacher and as a man.
2865,तुम्हें इस किताब का अनुवाद करने में कितना समय लगा?,How long did it take you to translate this book?
2866,तैवान में रहते समय मेरी उससे दोस्ती हुई।,I became friends with him while I was in Taiwan.
2867,मुझे एक दिन में काम खतम करना नामुमकिन लगा।,I found it impossible to do the work in one day.
2868,इतने अड़ियल व्यक्ति से मेरी कभी भी मुलाकात नहीं हुई है।,I have never come across such a stubborn person.
2869,मुझे बहुत सारे शब्दों और वाक्यांशों को रटना है।,I have to learn many words and phrases by heart.
2870,मुझे लगा कि वह काम खतम कर चुका था।,I thought that he had already finished the work.
2871,मैं परेशान था क्योंकि मुझे फ़्रांसीसी बोलनी नहीं आती थी।,I was ill at ease because I didn't speak French.
2872,मैं एक ऐसी चीज़ ढूँढ रहा था जिसका अस्तित्व कभी था ही नहीं।,I was searching for something that didn't exist.
2873,मैं उसकी अचानक मौत की खबर से चौंक गया।,I was surprised at the news of his sudden death.
2874,तुम्हारे लिए वहाँ तुरन्त जाना अनिवार्य है।,It is necessary for you to go there immediately.
2875,तुम्हें जल्द-से-जल्द डॉक्टर के पास जाने की ज़रूरत है।,It is necessary for you to see a doctor at once.
2876,"तुम मानो या न मानो, उससे कोई फ़र्क नहीं पड़ता।",It makes no difference whether you agree or not.
2877,मैं तुम्हारे साथ इस बारे में अकेले में बात कर सकता हूँ क्या?,May I talk with you in private about the matter?
2878,उसकी जान-पहचान में तो बहुत लोग थे पर दोस्त कोई भी नहीं थे।,"She had plenty of acquaintances, but no friends."
2879,"आपकी सिफारिश के लिए धन्यवाद, टॉम को वह नौकरी मिल गई।","Thanks to your recommendation, Tom got that job."
2880,डॉक्टर ने उससे कहा कि उसे आराम लेना चाहिए।,The doctor told her that she should take a rest.
2881,वे टैक्स सुधार क़ानून के पक्ष में हैं।,They are in favor of the reform of the tax laws.
2882,यह लिफ़्ट छटी मंज़िल तक ही जाती है।,This elevator does not go above the sixth floor.
2883,यह मशीन उस मशीन से बेहतर है।,This machine is superior in quality to that one.
2884,टॉम ने मैरी से इतने अच्छे उपहार की उम्मीद नहीं की थी।,Tom didn't expect such a nice present from Mary.
2885,टॉम की जेब में उस समय पचास डॉलर थें।,Tom had fifty dollars in his pocket at the time.
2886,टॉम ने कहा की उसे नहीं लगा की गर्मी से मैरी परेशान हो रही थी ।,Tom said he didn't think the heat bothered Mary.
2887,टॉम ने कहा की उन्हें नहीं लगा की गर्मी से मैरी परेशान हो रही थी ।,Tom said he didn't think the heat bothered Mary.
2888,वह चिट्ठी पढ़ने के समय दुखी लग रही थी।,"When she was reading the letter, she looked sad."
2889,तुम्हारे खयाल से अम्रीका में फ़ुटबॉल लोकप्रिय क्यों नहीं है?,Why do you think soccer isn't popular in the US?
2890,आप यह स्वेटर बड़े नाप वाले के लिए बदल देंगे क्या?,Will you exchange this sweater for a larger one?
2891,तुम्हें जैसे ही यह पत्र मिले मुझे लिखकर जवाब देना।,Write back to me as soon as you get this letter.
2892,क्या आप जानते हैं कि अभी स्ट्रॉबेरी की कीमत कितनी है?,Do you know how much strawberries cost right now?
2893,क्या तुम जानते हो कि अभी स्ट्रॉबेरी की कीमत कितनी है?,Do you know how much strawberries cost right now?
2894,क्या आपको लगता है कि हमे अम्रीका से चावल का आयात करना चाहिए?,Do you think we should import rice from the U.S.?
2895,जंगल में रहते समय उसे मलेरिया हो गया।,He contracted malaria while living in the jungle.
2896,उसने वसीयत में अपनी पत्नी को सारी जायदाद छोड़ दी।,He left all his property to his wife in his will.
2897,उसने इतना लम्बा भाषण दिया कि हम सब को बोर कर डाला।,He made such a long speech that we all got bored.
2898,मेरे ख़याल से वह कभी भी वापस नहीं आएगा।,I am of the opinion that he will never come back.
2899,"कल रविवार था, तो मैं पूरे दिन सोते रहा।","I slept all day yesterday, because it was Sunday."
2900,"जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगा।",I will tell him about it when he comes next time.
2901,"जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगी।",I will tell him about it when he comes next time.
2902,अगर हो सके तो मैं विष्व यात्रा पर जाना चाहूँगा।,"If possible, I'd like to travel around the world."
2903,अगर कॉफ़ी ज़्यादा कड़वी है तो थोड़ा और पानी डाल लो।,"If the coffee is too strong, add some more water."
2904,लंदन दुनिया के सबसे बड़े शहरों में से एक है।,London is one of the largest cities in the world.
2905,यह पैसा ज़रूरतमंदों में बाँट देना चाहिए।,The money should be distributed to those in need.
2906,मुझे वह किताब लौटाने में जल्द-बाज़ी करने की ज़रूरत नहीं है।,There is no hurry about returning the book to me.
2907,कल पार्क में एक भी बच्चा नहीं था।,There weren't any children in the park yesterday.
2908,वे ऐसे खाते रहे जैसे कुछ हुआ ही न हो।,They continued eating as if nothing had happened.
2909,वे जल्द-से-जल्द शादी करना चाहते थे।,They wanted to get married as soon as they could.
2910,वे मेरा विश्वास नहीं करेंगे चाहे मैं कसम भी क्यों न खालूँ।,They won't believe me even if I swear it is true.
2911,टॉम को लगा मैरी को पहले से ही कार चलाना आती थी।,Tom thought Mary already knew how to drive a car.
2912,हम यह फ़ैसला नहीं ले पा रहें हैं कि कॉलेज जाएं या न जाएं।,We cannot decide whether to go to college or not.
2913,तुम्हारे पास जहाँ भी जाने की मर्ज़ी हो वहाँ जाने की आज़ादी है।,You have the freedom to travel wherever you like.
2914,पिताजी मेरे पहाड़ पर अकेले जाने से राज़ी नहीं थे।,Father objected to my going to the mountain alone.
2915,उसको यकीन है कि वह परीक्षा में पास हो जाएगा।,He is confident that he will pass the examination.
2916,उसने कपड़े उतारे बिना ही पानी में छलाँग लगादी।,He jumped into water without removing his clothes.
2917,मुझे ठीक से नहीं पता वह क्या करने वाली है।,I do not know for certain what she is going to do.
2918,मुझे नहीं लगता कि आपको यहाँ ऐसा करने की अनुमति है।,I don't think that you're allowed to do that here.
2919,मुझे नहीं लगता कि टॉम परीक्षा में उत्तीर्ण होगा।,I have a gut feeling that Tom won't pass the test.
2920,मुझे नहीं लगता कि टॉम टेस्ट में पास होगा।,I have a gut feeling that Tom won't pass the test.
2921,मैं उसे पहचानता हूँ पर मैंने उससे कभी बात नहीं करी है।,"I know her by sight, but I've never spoken to her."
2922,मैंने दस साल की उम्र में ही गिटार बजाना सीख लिया था।,I learned to play guitar when I was ten years old.
